ObjectID,GlobalID,quadphotos_VisitCode,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,Unit_Plot,BEST_Treat,Species,StartCM,EndCM,Length_m,HeightClass,Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor,,,
2183,0ab70eaf-b1d8-4034-a8b8-9263a44d6a12,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,QUGA,2717,2759,0.42,a,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,1169,CHECK
1995,2400376f-29ee-42dd-8dd9-67796cfce74b,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,QUGA,1590,1630,0.4,a,,1c3a1c11-cd00-4a47-9e51-dfa885b3fb27,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,#REF!,#REF!
2163,cc4cbcb9-857f-48cd-95b8-137d600f7c48,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,441,619,1.78,a,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,-502,NA
1135,e2eaaa31-b184-46f5-a066-daf7a81cd2dc,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,AMAL2,1121,1139,0.18,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-200,NA
1140,a0f2eb45-9e78-47f6-b869-0bc281da60f9,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,AMAL2,1339,1357,0.18,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,257,CHECK
4804,3459eefe-f08d-4ede-905f-5158c15f2d80,35,LonePine,Pre,Control,Yes,BEST,,35,BEST35,NA,QUGA,1100,1140,0.4,b,,f8b27263-13f2-4f09-9ccb-fb6df6868a13,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,151,CHECK
1852,87c80af3-70f5-4be8-bb04-259cc5e4d7b1,25,LonePine,Pre,Control,Yes,BEST,,25,BEST25,NA,QUGA,989,1028,0.39,a,,a4681c68-32e3-48fb-8462-59abeff5f4a2,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,#REF!,#REF!
2165,4e89b075-c6cb-4041-975b-6a21204916af,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,643,757,1.14,a,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,-394,NA
1731,ad8e87d8-0ba1-4d4b-b3a5-e21d6bd80edd,28,LonePine,Pre,Control,Yes,BEST,,28,BEST28,NA,QUGA,1151,1190,0.39,a,,c5df96e6-ea30-40f9-b0f4-a4b6ecab5420,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,311,CHECK
2169,8fb846dd-520d-42fb-9150-615287de6ac2,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,879,970,0.91,a,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,-335,NA
1707,af63816f-8843-4f34-9532-a3a359cb68a4,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,QUGA,1305,1344,0.39,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,181,CHECK
2174,8b42d409-edcf-43b3-85aa-3d238d491d47,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,1163,1246,0.83,a,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,318,CHECK
1660,470279c1-177b-4c17-b39a-b84d0dd8c0e2,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,QUGA,928,966,0.38,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-15,NA
4778,28c03df1-f711-4158-98e3-f62f8e343217,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,981,1035,0.54,a,,2a617e39-e8ee-4158-9355-1c29d0057bc7,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,-1316,NA
1045,c2e40aa1-fe29-4fb5-8f04-5a44db78992b,63,LonePine,Pre,LTR,Yes,BEST,,63,BEST63,90_BA,AMAL2,2351,2369,0.18,a,,027ba5fe-68bd-4026-99db-07a0039a9a53,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1287,CHECK
2172,38168488-f5dd-4579-b84a-76e6dbf2fb49,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,1082,1134,0.52,a,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,-787,NA
1856,42808d9f-66e8-4c49-b92d-b23e5eb046ce,25,LonePine,Pre,Control,Yes,BEST,,25,BEST25,NA,QUGA,1921,1958,0.37,a,,a4681c68-32e3-48fb-8462-59abeff5f4a2,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,586,CHECK
1735,0fc85ef9-7fdd-4fff-b747-d010a6b9ac52,28,LonePine,Pre,Control,Yes,BEST,,28,BEST28,NA,QUGA,1372,1408,0.36,a,,c5df96e6-ea30-40f9-b0f4-a4b6ecab5420,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-1332,NA
1866,6211ae7b-cba3-441b-bd21-f9e975f7efdf,25,LonePine,Pre,Control,Yes,BEST,,25,BEST25,NA,AMAL2,2740,2759,0.19,a,,a4681c68-32e3-48fb-8462-59abeff5f4a2,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,1619,CHECK
1664,065b5a54-e190-4d64-bd09-9a5281a1cffd,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,QUGA,1140,1176,0.36,b,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-896,NA
2180,82802976-f272-49d5-bbe0-7a5461221d66,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,2072,2110,0.38,a,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,1786,CHECK
1062,0d9ed54a-c2fe-4d7c-8b04-1c3646574a52,65,LonePine,Pre,LTR,Yes,BEST,,65,BEST65,90_BA,AMAL2,324,343,0.19,a,,7d0fd481-d2be-4150-98d2-9490590705ef,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2441,NA
2184,e8714d16-343e-4455-b1d1-4c6829c448d4,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,2784,2814,0.3,a,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,-96,NA
4831,b6498bff-8c4e-4e95-a604-3337540e8795,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,QUGA,2910,2946,0.36,b,,2791c5b0-ffea-4b54-b280-630bbfe9f5a9,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,976,CHECK
4783,5de81427-83ae-428f-a6a7-7a413b359ec6,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,1970,1994,0.24,a,,2a617e39-e8ee-4158-9355-1c29d0057bc7,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,344,CHECK
4762,3d4292a4-4be3-4641-bb08-9c7a968e3fab,38,LonePine,Pre,Control,Yes,BEST,,38,BEST38,NA,AMAL2,1650,1670,0.2,a,,19d8fe36-1656-4238-aa5e-679cc1ac204e,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,-1007,NA
2182,2cc903e1-28fa-4234-b979-cfaa858b80e1,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,2677,2694,0.17,a,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,997,CHECK
4781,43985fad-fc03-40f7-9188-baf437787820,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,SYRO,1697,1705,0.08,a,,2a617e39-e8ee-4158-9355-1c29d0057bc7,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,1705,CHECK
2215,f67c2eb5-368a-4362-93bb-64f9f3ea68ad,37,LonePine,Pre,Control,Yes,BEST,,37,BEST37,NA,QUGA,0,35,0.35,b,,b5b2f0fa-48ce-4206-ae9c-dc9b2b3d8507,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,-315,NA
2020,154950d3-e19a-424c-914c-6211eb6712f9,39,LonePine,Pre,LTR,No,BEST,,39,BEST39,90_BA,AMAL2,350,370,0.2,a,,dd15220b-3541-4355-a09d-76bc1076a6a5,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,-1252,NA
1710,cb986131-fba6-4fc9-aab7-60b44ad96942,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,AMAL2,1622,1643,0.21,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,297,CHECK
1854,d88e332d-168c-4186-b592-677d89e872e4,25,LonePine,Pre,Control,Yes,BEST,,25,BEST25,NA,QUGA,1346,1379,0.33,a,,a4681c68-32e3-48fb-8462-59abeff5f4a2,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,#REF!,#REF!
4772,b6a7e5e4-0b05-479e-a468-e4f2be65191f,37,LonePine,Pre,Control,Yes,BEST,,37,BEST37,NA,QUGA,2933,2966,0.33,a,,09b086e7-1c13-4679-a3da-b51390636c71,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,935,CHECK
1781,42b2b4ff-6913-4daf-97eb-73b8992a0211,31,LonePine,Pre,Control,Yes,BEST,,31,BEST31,NA,QUGA,2031,2062,0.31,b,,ba787ef1-9f91-417a-9faf-b1e3b04690eb,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,862,CHECK
1732,d87dec55-077f-4a28-921f-270c26e7495b,28,LonePine,Pre,Control,Yes,BEST,,28,BEST28,NA,QUGA,1200,1229,0.29,a,,c5df96e6-ea30-40f9-b0f4-a4b6ecab5420,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-477,NA
1712,43633c79-cd29-4a38-a48a-3239104fa847,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,AMAL2,1706,1727,0.21,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-973,NA
2383,f4c032e4-c8a7-45f4-86c9-e3b5ab7152d8,41,LonePine,Pre,LTR,No,BEST,,41,BEST41,90_BA,AMAL2,2700,2721,0.21,a,,094e8ff0-4b12-419d-a7a6-a0ced6ed8ae0,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell,,#REF!,#REF!
4830,85ded282-0cb3-4e5e-bacd-74f5cdd2d7bb,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,SYRO,2680,2799,1.19,a,,2791c5b0-ffea-4b54-b280-630bbfe9f5a9,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,1403,CHECK
1737,e686facf-b349-4772-855c-21e7c91411da,28,LonePine,Pre,Control,Yes,BEST,,28,BEST28,NA,QUGA,1396,1425,0.29,a,,c5df96e6-ea30-40f9-b0f4-a4b6ecab5420,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,1034,CHECK
1653,54ade1a2-bc8f-4f03-bce2-4a593af92c56,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,QUGA,391,420,0.29,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2131,NA
2196,8fd4c651-3810-4f5c-b115-e8f3a18ec628,37,LonePine,Pre,Control,Yes,BEST,,37,BEST37,NA,QUGA,2551,2580,0.29,a,,b5b2f0fa-48ce-4206-ae9c-dc9b2b3d8507,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,2480,CHECK
1984,92bdfc29-f432-41ad-86dd-5ea1b0d97133,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,SYRO,100,200,1,a,,1c3a1c11-cd00-4a47-9e51-dfa885b3fb27,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,-1652,NA
1282,d371e119-3e73-4fb4-8eee-5dd33a149365,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,AMAL2,1852,1873,0.21,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,172,CHECK
4826,7ab631c4-c3b5-460f-8491-3e51c457fb0e,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,SYRO,1701,1794,0.93,a,,2791c5b0-ffea-4b54-b280-630bbfe9f5a9,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,43,CHECK
1625,c131ebec-30ef-4254-83a4-c20e17f7d106,54,LonePine,Pre,LTR,No,BEST,,54,BEST54,70_BA,AMAL2,1751,1772,0.21,a,,3d84e9f0-3fc5-437c-a7b9-301a92b78f74,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1184,CHECK
1225,ab3606f7-3a0b-44fe-b3a8-d896be290d24,56,LonePine,Pre,LTR,Yes,BEST,,56,BEST56,70_BA,AMAL2,588,609,0.21,b,,824f0609-8a50-4016-8354-08ce2db21c3f,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-18,NA
1168,24345a82-fd87-414c-8773-9625888e30ca,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,AMAL2,627,648,0.21,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,306,CHECK
1652,a00ad767-1bc6-401f-a9fb-500dc87a8f8c,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,QUGA,342,370,0.28,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2251,NA
953,ff89c551-b825-4209-bbcf-16b16593720f,61,LonePine,Pre,LTR,Yes,BEST,,61,BEST61,90_BA,AMAL2,2621,2642,0.21,a,,c8535328-1cdf-4961-9b69-962239583c64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,2132,CHECK
1819,dfce1397-81fc-4c45-9928-31837f39048f,26,LonePine,Pre,Control,Yes,BEST,,26,BEST26,NA,AMAL2,510,532,0.22,a,,8916347b-d72a-4564-9093-d26020941c92,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-1078,NA
4824,df8dea4b-7aff-4743-87e2-1d61810452ab,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,SYRO,1610,1654,0.44,a,,2791c5b0-ffea-4b54-b280-630bbfe9f5a9,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,-211,NA
1676,ddd8a68e-1916-4eb5-ad59-67abb9a502f0,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,QUGA,1865,1893,0.28,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1059,NA
2186,b1d4796e-a5d5-4bbd-9282-8572e90e6581,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,QUGA,2952,2980,0.28,a,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,835,CHECK
1859,b04869e8-a7e8-4848-9da3-919329f3f1c6,25,LonePine,Pre,Control,Yes,BEST,,25,BEST25,NA,QUGA,2145,2172,0.27,b,,a4681c68-32e3-48fb-8462-59abeff5f4a2,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,832,CHECK
1993,b6076f9f-735b-46de-91eb-1e169d562a65,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,SYRO,1340,1360,0.2,a,,1c3a1c11-cd00-4a47-9e51-dfa885b3fb27,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,-1260,NA
2000,68676a35-1400-40e4-889a-9e79dc468856,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,SYRO,2620,2640,0.2,a,,1c3a1c11-cd00-4a47-9e51-dfa885b3fb27,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,2295,CHECK
4813,f7adfea4-1e4c-4bdf-8fe3-b6e3859a7995,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,SYRO,345,359,0.14,a,,2791c5b0-ffea-4b54-b280-630bbfe9f5a9,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,-896,NA
1733,d1874b2a-fcbb-439f-980b-107876bef22c,28,LonePine,Pre,Control,Yes,BEST,,28,BEST28,NA,QUGA,1255,1281,0.26,a,,c5df96e6-ea30-40f9-b0f4-a4b6ecab5420,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-624,NA
1677,b093b771-a22e-48d9-b06e-7c7c4c87de0e,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,QUGA,1905,1931,0.26,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-349,NA
2004,4c0dd194-3078-4eb2-aa09-4245be8cfa2d,35,LonePine,Pre,Control,Yes,BEST,,35,BEST35,NA,SYRO,2280,2620,3.4,a,,bcd16c2b-89be-4938-97c1-ea5dc159ac13,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,1444,CHECK
1703,ae96cb98-8a1e-4b90-b544-1700086241e1,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,QUGA,1176,1202,0.26,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-557,NA
1742,9fb28440-40d6-4db7-a270-450d728a37fc,28,LonePine,Pre,Control,Yes,BEST,,28,BEST28,NA,AMAL2,1759,1781,0.22,a,,c5df96e6-ea30-40f9-b0f4-a4b6ecab5420,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,603,CHECK
4761,49f3eb6d-bf00-4ff0-904b-7153c6de82dc,38,LonePine,Pre,Control,Yes,BEST,,38,BEST38,NA,AMAL2,1178,1200,0.22,a,,19d8fe36-1656-4238-aa5e-679cc1ac204e,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,323,CHECK
1697,db16764a-c570-410e-a890-f5328037af51,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,QUGA,877,902,0.25,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1563,NA
4794,c64fd5ba-a864-4dc6-a65c-bcf81d7f1558,36,LonePine,Pre,Control,Yes,BEST,,36,BEST36,NA,QUGA,2465,2490,0.25,a,,b1ca42c9-abc3-4a5a-b3fc-fd9e7f23e432,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,1460,CHECK
1033,b059b75e-0998-4914-868d-e75e668a779a,63,LonePine,Pre,LTR,Yes,BEST,,63,BEST63,90_BA,AMAL2,1030,1052,0.22,a,,027ba5fe-68bd-4026-99db-07a0039a9a53,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-264,NA
1042,e53fa0aa-2e2a-4429-8d9d-66b8005b602d,63,LonePine,Pre,LTR,Yes,BEST,,63,BEST63,90_BA,AMAL2,1316,1338,0.22,a,,027ba5fe-68bd-4026-99db-07a0039a9a53,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,870,CHECK
1795,e9b7516a-eab1-4a6f-ad4e-81ad7bed04f2,27,LonePine,Pre,Control,Yes,BEST,,27,BEST27,NA,QUGA,468,492,0.24,a,,c9d78235-e722-4f14-90d6-724207cd172a,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-777,NA
1705,837704bf-7973-4f47-877f-785ab1e99f6b,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,QUGA,1269,1293,0.24,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1316,NA
1789,d6e7b0b8-f577-4640-8612-32adf647c7ab,31,LonePine,Pre,Control,Yes,BEST,,31,BEST31,NA,AMAL2,2609,2632,0.23,b,,ba787ef1-9f91-417a-9faf-b1e3b04690eb,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,974,CHECK
1803,18bcbf4f-7dd8-46e9-9ac0-cd02ebacff17,27,LonePine,Pre,Control,Yes,BEST,,27,BEST27,NA,QUGA,1658,1681,0.23,a,,c9d78235-e722-4f14-90d6-724207cd172a,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-526,NA
4786,42cc9390-1da3-4898-a214-3b03abd6fff1,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,AMAL2,2207,2230,0.23,a,,2a617e39-e8ee-4158-9355-1c29d0057bc7,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,1440,CHECK
2006,4e20308d-4a67-416f-a0e7-2d3f1094873e,35,LonePine,Pre,Control,Yes,BEST,,35,BEST35,NA,SYRO,790,830,0.4,a,,bcd16c2b-89be-4938-97c1-ea5dc159ac13,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,-1910,NA
2002,d7b054a1-f7a1-47d1-86ef-15a6189cb1ab,35,LonePine,Pre,Control,Yes,BEST,,35,BEST35,NA,SYRO,2740,2780,0.4,a,,bcd16c2b-89be-4938-97c1-ea5dc159ac13,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,918,CHECK
1744,a3139aed-4a4f-4f6e-b1e7-63134be15209,28,LonePine,Pre,Control,Yes,BEST,,28,BEST28,NA,QUGA,1862,1885,0.23,a,,c5df96e6-ea30-40f9-b0f4-a4b6ecab5420,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,673,CHECK
1704,6c081179-e3c5-40e8-b5f2-e0f23e7b1aae,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,QUGA,1212,1235,0.23,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-697,NA
1809,b67cc8fa-85fc-455b-93dd-06f751cad103,27,LonePine,Pre,Control,Yes,BEST,,27,BEST27,NA,QUGA,1932,1954,0.22,b,,c9d78235-e722-4f14-90d6-724207cd172a,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-358,NA
1748,9d89479c-52ea-41cf-aa0f-b7dd4ad89a42,28,LonePine,Pre,Control,Yes,BEST,,28,BEST28,NA,QUGA,2312,2334,0.22,a,,c5df96e6-ea30-40f9-b0f4-a4b6ecab5420,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,902,CHECK
1802,200c5d3a-a957-4533-947e-a9807089acdd,27,LonePine,Pre,Control,Yes,BEST,,27,BEST27,NA,QUGA,1432,1453,0.21,a,,c9d78235-e722-4f14-90d6-724207cd172a,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-1051,NA
4795,22cc8803-499f-4839-9a85-bb2e5a566b8a,36,LonePine,Pre,Control,Yes,BEST,,36,BEST36,NA,SYRO,2504,2660,1.56,a,,b1ca42c9-abc3-4a5a-b3fc-fd9e7f23e432,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,279,CHECK
977,c50fd587-f125-4e2f-be73-454b421924ec,60,LonePine,Pre,LTR,Yes,BEST,,60,BEST60,90_BA,AMAL2,2381,2404,0.23,a,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,94,CHECK
2229,0dc3f54b-a80d-4b46-acf0-18a482aebca4,36,LonePine,Pre,Control,Yes,BEST,,36,BEST36,NA,SYRO,2310,2450,1.4,a,,c226d256-fb51-40f0-82c7-a6be17f1c973,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,2341,CHECK
1072,15010ad4-c125-42e5-91bc-d6fc270bb681,66,LonePine,Pre,LTR,Yes,BEST,,66,BEST66,90_BA,AMAL2,109,132,0.23,a,,3feb24dc-e309-4132-a52a-64e4c1ff57b7,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-886,NA
1662,9ee537f7-e6ea-4abd-b1e9-cdbe54dbedc4,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,QUGA,1018,1038,0.2,b,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-932,NA
2226,c0513ac8-e5cd-41f1-8701-9812dece3f07,36,LonePine,Pre,Control,Yes,BEST,,36,BEST36,NA,SYRO,1970,2044,0.74,a,,c226d256-fb51-40f0-82c7-a6be17f1c973,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,28,CHECK
1716,c06d4a7d-8b20-4a69-8b14-c808d34505a1,30,LonePine,Pre,Control,Yes,BEST,,30,BEST30,NA,QUGA,2016,2036,0.2,a,,b5214f5f-c305-4694-abcc-eafd0abdf1bf,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-783,NA
1790,6d6eb00c-aab3-42af-b0b8-0b62ca74687c,31,LonePine,Pre,Control,Yes,BEST,,31,BEST31,NA,QUGA,2819,2839,0.2,a,,ba787ef1-9f91-417a-9faf-b1e3b04690eb,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,2228,CHECK
4789,00473d88-c87c-47cf-8466-218f932d9a71,36,LonePine,Pre,Control,Yes,BEST,,36,BEST36,NA,SYRO,611,670,0.59,a,,b1ca42c9-abc3-4a5a-b3fc-fd9e7f23e432,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,-1310,NA
4828,78da1064-771c-48d5-8080-56cb20874508,34,LonePine,Pre,Control,Yes,BEST,,34,BEST34,NA,QUGA,1980,2000,0.2,a,,2791c5b0-ffea-4b54-b280-630bbfe9f5a9,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,606,CHECK
4791,58401caf-c39f-40cb-80b8-fa5c245b6d95,36,LonePine,Pre,Control,Yes,BEST,,36,BEST36,NA,SYRO,1394,1450,0.56,a,,b1ca42c9-abc3-4a5a-b3fc-fd9e7f23e432,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,1169,CHECK
