ObjectID,GlobalID,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,BEST_Treat,Number of hits,Species,Canopy Class,PercentCover,Clump,Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1004,3f98716a-e0cb-4725-a8b5-882424fe26b1,LonePine,Pre,Control,Yes,Brenna_thesis,,37,NA,2,PIPO,Codom,6.666666667,1,Mortality,09b086e7-1c13-4679-a3da-b51390636c71,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest
415,e24ee667-cd3b-4bde-ae66-5283c978fc40,LonePine,Pre,Control,Yes,LakeCanyon,,37,NA,18,PIPO,Codom,60,1,,b5b2f0fa-48ce-4206-ae9c-dc9b2b3d8507,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell
416,9d6454c8-cad0-46db-a35c-e58707e137d1,LonePine,Pre,Control,Yes,LakeCanyon,,37,NA,2,QUGA,Midstory,6.666666667,9,,b5b2f0fa-48ce-4206-ae9c-dc9b2b3d8507,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell
999,e845ba92-cda7-477a-8bde-3f33681b838d,LonePine,Pre,Control,Yes,Brenna_thesis,,38,NA,3,PIPO,Codom,10,2,,19d8fe36-1656-4238-aa5e-679cc1ac204e,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest
1000,e2af3500-da7e-4276-90c2-f72a82678d8f,LonePine,Pre,Control,Yes,Brenna_thesis,,38,NA,8,PIPO,Codom,26.66666667,1,,19d8fe36-1656-4238-aa5e-679cc1ac204e,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest
421,0fd23529-7642-49bf-bf24-85a070e9df1e,LonePine,Pre,Control,Yes,LakeCanyon,,38,NA,5,PIPO,Codom,16.66666667,3,Mortality,19897315-9a51-4882-8350-e29b75e0ff1b,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell
420,53b42a6a-0a62-42e4-8b81-f52b5dc858ae,LonePine,Pre,Control,Yes,LakeCanyon,,38,NA,9,PIPO,Codom,30,1,,19897315-9a51-4882-8350-e29b75e0ff1b,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell
419,8e688689-6f6a-42b4-bfa7-467c503c2ce7,LonePine,Pre,Control,Yes,LakeCanyon,,38,NA,4,QUGA,Midstory,13.33333333,10,,19897315-9a51-4882-8350-e29b75e0ff1b,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell
440,cfb1e4b8-f1cc-461e-8be5-244942099cb6,LonePine,,LTR,No,BEST,,40,90_BA,10,PIPO,Codom,33.33333333,2,,1b9fc889-9688-46d2-afdb-999ea883c595,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
441,a5a5b2e5-e325-45ed-9bfb-0feac0e58dae,LonePine,Pre,LTR,No,BEST,,40,90_BA,4,PIPO,Codom,13.33333333,1,,1b9fc889-9688-46d2-afdb-999ea883c595,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
443,65ff98d2-0899-402b-969d-e9c6a70343f8,LonePine,Pre,LTR,No,BEST,,41,90_BA,3,AMAL,Midstory,10,7,AMAL,094e8ff0-4b12-419d-a7a6-a0ced6ed8ae0,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
442,f3c6d6dd-7770-4891-b358-791e5529c3d3,LonePine,Pre,LTR,No,BEST,,41,90_BA,17,PIPO,Codom,56.66666667,1,,094e8ff0-4b12-419d-a7a6-a0ced6ed8ae0,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
444,81b6c492-2272-4df5-897f-3559658cb47e,LonePine,Pre,LTR,No,BEST,,41,90_BA,3,QUGA,Midstory,10,4,,094e8ff0-4b12-419d-a7a6-a0ced6ed8ae0,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
446,89834e19-0cd8-42f3-9765-a15891067f35,LonePine,Pre,LTR,No,BEST,,42,90_BA,5,PIPO,Codom,16.66666667,1,,06c5eb00-229f-4463-9b85-7341b3e4f9b6,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
445,33168e3d-aff7-45c2-aeba-63e3c5dda700,LonePine,Pre,LTR,No,BEST,,42,90_BA,14,QUGA,Midstory,46.66666667,4,,06c5eb00-229f-4463-9b85-7341b3e4f9b6,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
447,277c28f1-3615-4aab-bd44-2dc78b95c4a1,LonePine,Pre,LTR,No,BEST,,42,90_BA,2,QUGA,Midstory,6.666666667,,,06c5eb00-229f-4463-9b85-7341b3e4f9b6,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
448,6d834f6d-a988-4e76-a4af-edb09d8026a8,LonePine,Pre,LTR,No,BEST,,43,90_BA,4,PIPO,Codom,13.33333333,1,in a big clump of oak,b4532570-5f43-4f61-aea4-23b33b21c383,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
449,cc854555-45be-4715-a84c-f953ca56c7ae,LonePine,Pre,LTR,No,BEST,,43,90_BA,7,QUGA,Midstory,23.33333333,10,,b4532570-5f43-4f61-aea4-23b33b21c383,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
452,46e06453-ff18-48ff-aac3-1b4067f1e66b,LonePine,Pre,LTR,No,BEST,,44,90_BA,3,AMAL,Midstory,10,19,AMAL,110a9e57-29a6-42fd-8723-725dc98e6829,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
454,4b053e4a-33a7-4184-8921-107ab13097cf,LonePine,Pre,LTR,No,BEST,,44,90_BA,6,PIPO,Codom,20,2,,110a9e57-29a6-42fd-8723-725dc98e6829,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
456,1991f062-7fc7-48c8-b767-8626174253b3,LonePine,Pre,LTR,No,BEST,,44,90_BA,6,PIPO,Codom,20,3,,110a9e57-29a6-42fd-8723-725dc98e6829,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
455,6ee85e7a-3e57-4f71-94ed-745bac98de2a,LonePine,Pre,LTR,No,BEST,,44,90_BA,2,PIPO,Codom,6.666666667,4,,110a9e57-29a6-42fd-8723-725dc98e6829,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
453,0f9ee4d6-4d5e-49b5-bb69-e1fe984f95da,LonePine,Pre,LTR,No,BEST,,44,90_BA,3,PIPO,Codom,10,1,,110a9e57-29a6-42fd-8723-725dc98e6829,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
457,b4a273ca-b4d7-4267-bf80-94d7b0a1305f,LonePine,Pre,LTR,No,BEST,,45,90_BA,8,PIPO,Codom,26.66666667,1,,37931d79-f5df-4d80-a085-1af0e355da9a,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
451,079111f5-b003-44a5-888e-9bdff767e65a,LonePine,Pre,LTR,No,BEST,,46,70_BA,3,PIPO,Codom,10,4,,84de54c8-b76a-4302-a115-5a11e2264397,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
450,d518c86b-c5e1-483a-97af-af8c25ad4a7e,LonePine,Pre,LTR,No,BEST,,46,70_BA,3,QUGA,Midstory,10,6,,84de54c8-b76a-4302-a115-5a11e2264397,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
461,5618164c-a42e-4129-a366-a0817e13d9a9,LonePine,Pre,LTR,No,BEST,,48,70_BA,4,PIPO,Codom,13.33333333,3,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
459,a1dafa8c-099b-4863-b7b4-9cc8b878c5cf,LonePine,Pre,LTR,No,BEST,,48,70_BA,16,PIPO,Codom,53.33333333,1,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
460,2169512e-51a9-4343-a2a3-d07f7100fb24,LonePine,Pre,LTR,No,BEST,,48,70_BA,5,QUGA,Midstory,16.66666667,7,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
462,96e79a9e-d3fb-4f82-8060-a1466a102844,LonePine,Pre,LTR,No,BEST,,49,70_BA,13,PIPO,Codom,43.33333333,1,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
463,9e0873d5-3150-4477-a402-1eb80b9bb048,LonePine,Pre,LTR,No,BEST,,49,70_BA,4,QUGA,Midstory,13.33333333,3,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
468,944a7f85-c906-4134-a98a-7355c4764551,LonePine,Pre,LTR,No,BEST,,50,70_BA,8,PIPO,Codom,26.66666667,1,,e6f45ff3-fe97-44c1-8d56-0108b70d417b,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
471,9b0e9435-2ff1-488f-8729-640b2ff03aeb,LonePine,Pre,LTR,No,BEST,,51,70_BA,7,PIPO,Codom,23.33333333,1,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
470,ad6c188f-d982-4b76-ac40-3f0f01488992,LonePine,Pre,LTR,No,BEST,,51,70_BA,7,QUGA,Midstory,23.33333333,4,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
469,e571c5b5-feb3-4f02-9ed0-20435b48fcce,LonePine,Pre,LTR,No,BEST,,51,70_BA,4,QUGA,Midstory,13.33333333,8,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
472,8e51c5a3-33c7-40e8-bf83-776c50ade762,LonePine,Pre,LTR,No,BEST,,52,70_BA,11,PIPO,Codom,36.66666667,1,,a5ffe644-7a09-4e8e-9113-8aeb76559bcb,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
215,bdc63ac4-56dd-45c2-876d-0e510589e849,LonePine,Pre,LTR,Yes,BEST,,53,70_BA,12,PIPO,Codom,40,3,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
214,872ba029-d6ee-4b7b-9a10-f29e8f3bce50,LonePine,Pre,LTR,Yes,BEST,,53,70_BA,2,PIPO,Midstory,6.666666667,3,Canopy would be much higher if large tree was not cut down ,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
260,d61a9ccf-6cf0-41c8-9010-39e54a0b1ed1,LonePine,Pre,LTR,No,BEST,,54,70_BA,13,PIPO,Codom,43.33333333,1,,3d84e9f0-3fc5-437c-a7b9-301a92b78f74,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
261,5d69259d-2e79-4b7a-ac89-002a1ce85c77,LonePine,Pre,LTR,No,BEST,,54,70_BA,1,PIPO,Midstory,3.333333333,1,,3d84e9f0-3fc5-437c-a7b9-301a92b78f74,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
207,faea3ea5-d497-4816-a0e6-357f222290c5,LonePine,Pre,LTR,Yes,BEST,,55,70_BA,9,PIPO,Codom,30,23,,a77ff22a-4c78-4265-80be-56728a167a23,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
209,ce4852a1-cdb7-4aea-9496-acdef3e9a645,LonePine,Pre,LTR,Yes,BEST,,56,70_BA,6,PIPO,Codom,20,1,,824f0609-8a50-4016-8354-08ce2db21c3f,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
210,88c94cfc-6573-457f-a4bc-4e3cc9b47812,LonePine,Pre,LTR,Yes,BEST,,56,70_BA,8,PIPO,Codom,26.66666667,3,,824f0609-8a50-4016-8354-08ce2db21c3f,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
204,fcf6a006-bc53-406b-b457-63092fd6e7a5,LonePine,Pre,LTR,Yes,BEST,,57,70_BA,9,PIPO,Codom,30,1,,a206c797-c8c5-4b02-8f6d-718b08307280,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
206,cedbec23-f4b2-429a-89bd-7d1ede570673,LonePine,Pre,LTR,Yes,BEST,,57,70_BA,4,PIPO,Codom,13.33333333,2,,a206c797-c8c5-4b02-8f6d-718b08307280,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
201,55c16803-751b-4041-befd-7be65a9aba3e,LonePine,Pre,LTR,Yes,BEST,,58,70_BA,10,PIPO,Codom,33.33333333,1,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
203,98140e2a-10ac-4a96-aeef-a25289b2a904,LonePine,Pre,LTR,Yes,BEST,,58,70_BA,8,PIPO,Codom,26.66666667,3,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
199,e8f61b19-3175-44a1-9cca-43635fb129e2,LonePine,Pre,LTR,Yes,BEST,,59,70_BA,8,PIPO,Codom,26.66666667,1,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
200,c6d902a4-35fc-4b5e-acb7-404cdc71aa21,LonePine,Pre,LTR,Yes,BEST,,59,70_BA,5,PIPO,Codom,16.66666667,2,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
176,cb3613c5-13e3-458b-98c6-5abb84ffac22,LonePine,Pre,LTR,Yes,BEST,,60,90_BA,4,PIPO,Codom,13.33333333,1,,06f83286-621b-46e0-b55b-4edfbd0b3c6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
172,5f252515-fc4e-484c-8b60-ca67d7ec7256,LonePine,Pre,LTR,Yes,BEST,,61,90_BA,13,PIPO,Codom,43.33333333,1,,c8535328-1cdf-4961-9b69-962239583c64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
175,d180852e-8099-4e3c-963d-a21f4bec5f89,LonePine,Pre,LTR,Yes,BEST,,61,90_BA,1,PIPO,Supressed,3.333333333,1,,c8535328-1cdf-4961-9b69-962239583c64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
174,6c1ace1a-dedf-4f7f-9007-0cb7ac934ea8,LonePine,Pre,LTR,Yes,BEST,,61,90_BA,5,PIPO,Codom,16.66666667,2,,c8535328-1cdf-4961-9b69-962239583c64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
180,0bff6a88-f251-4ece-b9c1-bcf286892328,LonePine,Pre,LTR,Yes,BEST,,62,90_BA,9,PIPO,Codom,30,1,Brown needle beetle kill,5fd51b41-530b-43bb-805d-8aabef1adfc9,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
181,7a632c73-e90e-498e-9b14-efe884aba5f9,LonePine,Pre,LTR,Yes,BEST,,62,90_BA,14,PIPO,Codom,46.66666667,1,,5fd51b41-530b-43bb-805d-8aabef1adfc9,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
182,91008132-0b66-4bf6-b9b9-ca1b9c7160f4,LonePine,Pre,STS,Yes,BEST,,63,90_BA,8,PIPO,Codom,26.66666667,1,Brown needles recent beetle kill,027ba5fe-68bd-4026-99db-07a0039a9a53,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
184,a8949d38-faa1-4ef3-86ca-79f8cbc30f0e,LonePine,Pre,STS,Yes,BEST,,63,90_BA,2,PIPO,Codom,6.666666667,1,,027ba5fe-68bd-4026-99db-07a0039a9a53,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
183,db3ca526-1648-45b2-b022-65578a4756a2,LonePine,Pre,STS,Yes,BEST,,63,90_BA,4,PIPO,Codom,13.33333333,3,,027ba5fe-68bd-4026-99db-07a0039a9a53,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
196,7f8f1424-9b8e-469c-bb31-7c49c3461d1b,LonePine,Pre,LTR,Yes,BEST,,64,90_BA,1,PIPO,Codom,3.333333333,1,,52378193-4588-4090-94c3-ec22e05c70cd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
194,99722191-c15a-4f58-83c5-b41da1be63f2,LonePine,Pre,LTR,Yes,BEST,,64,90_BA,3,PIPO,Codom,10,3,,52378193-4588-4090-94c3-ec22e05c70cd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
193,a9465a6a-f6f0-452c-a95b-1c0ce77b75d3,LonePine,Pre,LTR,Yes,BEST,,64,90_BA,1,PIPO,Codom,3.333333333,1,,52378193-4588-4090-94c3-ec22e05c70cd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
190,9416eee0-a564-493d-b3cb-e2ee52362edd,LonePine,Pre,LTR,Yes,BEST,,65,90_BA,4,PIPO,Codom,13.33333333,2,,7d0fd481-d2be-4150-98d2-9490590705ef,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
192,a91bdf6f-ca70-417a-afda-2cf49bd9ae3a,LonePine,Pre,LTR,Yes,BEST,,66,90_BA,4,PIPO,Codom,13.33333333,3,,3feb24dc-e309-4132-a52a-64e4c1ff57b7,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
595,9df3df49-ebf9-4845-959d-befc18ebd7e6,LonePine,Pre,STS,Yes,CanyonCreek,,67,NA,3,PIPO,Codom,10,1,,95d1722e-ab9c-4278-85c7-e5ffd1c7ab6e,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
594,da50337c-09ff-4ab9-a388-8bcec7ace4a2,LonePine,Pre,STS,Yes,CanyonCreek,,67,NA,4,QUGA,Midstory,13.33333333,7,,95d1722e-ab9c-4278-85c7-e5ffd1c7ab6e,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
522,f533ed17-5016-406b-bf25-3f5ca09a7b81,LonePine,Pre,STS,Yes,CanyonCreek,,68,NA,9,PIPO,Codom,30,1,,408841d3-6319-4507-ac58-2695e7ab0fcc,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
521,77f403ad-eae2-4dbd-b940-c30d51b97726,LonePine,Pre,STS,Yes,CanyonCreek,,68,NA,7,QUGA,Midstory,23.33333333,5,,408841d3-6319-4507-ac58-2695e7ab0fcc,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
523,6fa34db3-02da-46ef-a7c5-92011ee07db7,LonePine,Pre,STS,Yes,CanyonCreek,,69,NA,11,PIPO,Codom,36.66666667,1,,ba3af6e7-e82b-4930-abae-499c97f47d76,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
527,f88be202-aee8-4bb2-9abb-7a3501549950,LonePine,Pre,STS,Yes,CanyonCreek,,70,NA,11,PIPO,Codom,36.66666667,1,,887ed61c-649d-4f5b-9b2b-e424a6015f53,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
526,f2d86c6a-b732-48fb-a05e-8b7c7441dc15,LonePine,Pre,STS,Yes,CanyonCreek,,71,NA,15,PIPO,Codom,50,1,,95348cb8-3f2a-4e78-a4ee-30031018222b,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
525,f805d310-967f-48bb-a9ac-48fd1e717c88,LonePine,Pre,STS,Yes,CanyonCreek,,72,NA,1,PIPO,Midstory,3.333333333,2,,47a91e66-a8f0-4384-8a16-20cf2f371ed6,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
524,791d5e40-bf8f-411b-be12-9f954794462d,LonePine,Pre,STS,Yes,CanyonCreek,,72,NA,27,PIPO,Codom,90,1,,47a91e66-a8f0-4384-8a16-20cf2f371ed6,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
591,4eeb233c-2013-44ec-9be1-205c4e8b0c7f,LonePine,Pre,STS,Yes,CanyonCreek,,73,NA,5,PIPO,Codom,16.66666667,1,,b4539c70-2857-4a1c-b30d-bcd935e067a8,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
590,3252a4e6-07be-4ff0-afd4-46c2dfe6e807,LonePine,Pre,STS,Yes,CanyonCreek,,73,NA,8,QUGA,Midstory,26.66666667,15,,b4539c70-2857-4a1c-b30d-bcd935e067a8,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
242,db5bb2dc-7757-4c90-b7b7-7853899d8d14,LonePine,Pre,LTR,No,Bradfield,,76,NA,4,PIPO,Midstory,13.33333333,1,,d16d8a6b-c37b-463b-a5d4-4817210e87bd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
245,f72f23df-d59d-4526-8728-1f578217edd6,LonePine,Pre,LTR,No,Bradfield,,76,NA,4,PIPO,Codom,13.33333333,1,,d16d8a6b-c37b-463b-a5d4-4817210e87bd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
243,d601d8ac-b138-4359-a234-9b241b5b89bf,LonePine,Pre,LTR,No,Bradfield,,76,NA,6,PIPO,Codom,20,2,,d16d8a6b-c37b-463b-a5d4-4817210e87bd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
246,a9eca488-9a07-425c-90d8-c8e4e3be78ea,LonePine,Pre,LTR,No,Bradfield,,77,NA,10,PIPO,Codom,33.33333333,1,,e1e6f83b-72a9-4bb0-9e16-dc06659b88c6,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
249,5a9c35ec-0476-4043-97ee-3eb43296d62e,LonePine,Pre,LTR,No,Bradfield,,77,NA,6,PIPO,Superstory,20,1,,e1e6f83b-72a9-4bb0-9e16-dc06659b88c6,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
247,d18b77b5-74e0-41ed-8de4-326c7444f9d1,LonePine,Pre,LTR,No,Bradfield,,77,NA,1,PIPO,Midstory,3.333333333,2,,e1e6f83b-72a9-4bb0-9e16-dc06659b88c6,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
248,62d2ab9f-ce7a-41ef-b73e-e472ffd3cc6d,LonePine,Pre,LTR,No,Bradfield,,77,NA,4,PIPO,Codom,13.33333333,2,,e1e6f83b-72a9-4bb0-9e16-dc06659b88c6,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
186,7bd8ca24-4db6-4a20-854c-2a866664ed27,LonePine,Pre,LTR,No,Bradfield,,78,NA,1,PIPO,Superstory,3.333333333,2,,e6187aaf-368a-439c-81bd-2b0ead3adee8,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
187,5308a4da-8dc1-48f9-8fb2-5cd604fbf169,LonePine,Pre,LTR,No,Bradfield,,78,NA,9,PIPO,Superstory,30,5,,e6187aaf-368a-439c-81bd-2b0ead3adee8,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
212,608ef04f-db7a-4579-b4b9-234e641f0c8c,LonePine,Pre,LTR,No,Bradfield,,79,NA,6,PIPO,Superstory,20,,,a349a163-0dab-4b5c-8242-c4a03da97869,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
258,161bd65b-33dc-480a-a6ba-60e0a8db5986,LonePine,Pre,LTR,No,Bradfield,,80,NA,6,PIPO,Codom,20,1,,6d556fa7-a3e6-43b5-a533-3c64db4b631f,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
256,cf5602ad-b582-4b95-97d5-c0292ad02ccb,LonePine,Pre,LTR,No,Bradfield,,80,NA,3,PIPO,Codom,10,3,,6d556fa7-a3e6-43b5-a533-3c64db4b631f,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
259,e7eabdda-8b7b-4211-b402-80b07d16dd95,LonePine,Pre,LTR,No,Bradfield,,80,NA,4,PIPO,Codom,13.33333333,4,,6d556fa7-a3e6-43b5-a533-3c64db4b631f,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
251,7a76c623-db74-48ed-bb5f-9ad917670821,LonePine,Pre,LTR,No,Bradfield,,81,NA,1,PIPO,Codom,3.333333333,1,Historic fire stump would make a clump,c2857594-b4ca-44e4-900e-593ee66847d4,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
252,37c2d00e-d9ec-42ac-a24d-1331d54e1f55,LonePine,Pre,LTR,No,Bradfield,,81,NA,17,PIPO,Codom,56.66666667,1,,c2857594-b4ca-44e4-900e-593ee66847d4,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
254,bd21eab5-b24c-4b64-be92-87c8e0e014b5,LonePine,Pre,LTR,No,Bradfield,,81,NA,4,PIPO,Midstory,13.33333333,1,,c2857594-b4ca-44e4-900e-593ee66847d4,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
253,f2e786bb-6e3b-4aff-abdb-dea5b931a469,LonePine,Pre,LTR,No,Bradfield,,81,NA,3,PIPO,Codom,10,2,,c2857594-b4ca-44e4-900e-593ee66847d4,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
306,0def9f7e-5890-4dbd-b11e-0bcbc35c4b20,LonePine,Pre,LTR,No,Bradfield,,82,NA,1,PIPO,Codom,3.333333333,1,,f3812195-3663-482a-8e29-026e1d8dd92e,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
240,75b86bfb-747a-4b4a-87a6-187840753743,LonePine,Pre,STS,No,Bradfield,BR05,83,NA,26,NONE,,86.66666667,,Burnt ground,fd42c11c-4a71-40f0-94f0-718a69d42668,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
239,c17f7f80-0bc6-4a20-8ced-862b4833933c,LonePine,Pre,STS,No,Bradfield,BR05,83,NA,12,PIPO,Codom,40,1,,fd42c11c-4a71-40f0-94f0-718a69d42668,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
226,f7e97d0b-1702-4b8e-ae1b-20099c90a072,LonePine,Pre,STS,No,Bradfield,BR05,84,NA,3,NONE,,10,,Burnt ground,5e7218ec-cc9e-4917-9982-d1e047d79ab6,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
300,23da78b9-b399-471f-9d69-6fc8273264e3,LonePine,Pre,STS,No,Bradfield,BR05,84,NA,2,PIPO,Midstory,6.666666667,1,,bf20f6f1-be4d-48b1-a034-67911b1acc1e,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
224,481c59af-7b1f-4205-b9a9-c10df76a109c,LonePine,Pre,STS,No,Bradfield,BR05,84,NA,1,POTR5,Midstory,3.333333333,1,,5e7218ec-cc9e-4917-9982-d1e047d79ab6,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
237,fe353372-e349-4257-b690-2d6a50296c03,LonePine,Pre,STS,No,Bradfield,BR05,85,NA,21,NONE,,70,,Burn ground ,e9d29adc-855a-4039-b4b3-1a83725fde64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
