ObjectID,GlobalID,VisitCode_Quadrat,Location of Quadrat,quadphotos_VisitCode,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,BEST_Treat,BareGround,LitterDuff,Gravel,Rock,LichenMoss,WoodyBasal,FWD,CWD,Column1,Total Ground Cover,Graminoid Cover,Forb Cover,Shrub Cover,Seedling Cover,hr1,hr10,hr100,ParentGlobalID,CreationDate,Creator,EditDate,Editor
160,c84282e9-9f60-4968-9f00-0c293623ac3d,155.Pre,,155.Pre,LonePine,Pre,LTR,No,wolf_den,,155,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,ff8a801d-ff10-486c-969c-44ba6ec1e49f,7/17/2020 3:53,MSI.forest,7/17/2020 3:53,MSI.forest
159,91cd1184-a399-44ac-b851-67aaf1ad6423,156.Pre,,156.Pre,LonePine,Pre,LTR,No,wolf_den,,156,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,0675fbbe-8fdb-48c4-8118-c221dd9d7303,7/17/2020 3:53,MSI.forest,7/17/2020 3:53,MSI.forest
1,710ca46c-bf4e-4ca8-ab49-94473f2fdcfd,157.Pre,,157.Pre,LonePine,Pre,LTR,No,wolf_den,,157,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,5de1fed1-a599-42eb-a126-9b1815bdc033,7/16/2020 22:03,MSI.swindell,7/16/2020 22:03,MSI.swindell
10,ae6f97b6-7b26-4744-88c4-742364148be8,157.Pre,,157.Pre,LonePine,Pre,LTR,No,Wolf_den,,157,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,16da809a-7d5c-4f14-b007-cc17c82b4499,7/16/2020 22:03,MSI.swindell,7/16/2020 22:03,MSI.swindell
16,d5bd17b5-31d2-4057-91c0-2fe965014aea,159.Pre,,159.Pre,LonePine,Pre,LTR,No,wolf_den,,159,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,cec5acdd-3bfd-4399-81bd-1a8f9eea0729,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
15,53407f73-00ba-40ca-ad82-fe2fea5b0ad8,160.Pre,,160.Pre,LonePine,Pre,LTR,No,Wolf_den,,160,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,43ac81eb-7f8c-404a-92bd-f0fa4a043e55,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
411,8d3bd27f-b8be-45d2-9b68-56d7a008ebcb,161.Pre,,161.Pre,LonePine,Pre,LTR,No,lake_canyon,,161,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,bcf826ae-e25c-47dd-a2dc-217d14e7c8d6,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
436,d6adaaf0-5317-4821-9721-23ae0144d525,161.Pre,,161.Pre,LonePine,Pre,LTR,No,lake_canyon,,161,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,43c9f68f-52c2-4796-9647-1e33a3209d6a,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
592,21f8d461-e8d5-4043-8e7d-c6fea5e40390,161.Pre,,161.Pre,LonePine,Pre,LTR,No,lake_canyon,,161,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,a84017ef-ebcb-48cc-9547-2c1dbb6a3d4a,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell
437,664be1a2-334e-4b71-a0a2-687de70e7725,162.Pre,,162.Pre,LonePine,Pre,LTR,No,lake_canyon,,162,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,2a16b535-3152-4d21-9978-b1c3ded41d40,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
593,35edb4d0-ccb1-4d49-b322-31c55ad9ae99,162.Pre,,162.Pre,LonePine,Pre,LTR,No,lake_canyon,,162,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,5febcc63-3da7-4151-a241-290d367728d3,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell
444,abd61ff2-edcf-4254-bf57-8c74e4be3093,163.Pre,,163.Pre,LonePine,Pre,LTR,No,lake_canyon,,163,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,937c0d89-589f-4fd1-92cb-f83d55a014c5,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
596,5676a2be-cb2b-4ccc-a305-a28e089e75ec,163.Pre,,163.Pre,LonePine,Pre,LTR,No,lake_canyon,,163,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,be3a399b-75c8-4d27-b213-9004c9affdb0,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell
597,6ad415c7-8bc9-4321-809c-03ad898057fe,164.Pre,,164.Pre,LonePine,Pre,LTR,No,lake_canyom,,164,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,0ea59bfc-e34e-4c0b-bb9d-592406013d4f,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
445,1b9b1390-5326-4f30-a312-08c654b21407,164.Pre,,164.Pre,LonePine,Pre,LTR,No,lake_canyon,,164,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,a320b2da-2340-4df3-a154-5f19a5438f73,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
447,6fac49c3-568c-4a73-8f61-b1374a2be25e,165.Pre,,165.Pre,LonePine,Pre,LTR,No,lake_canyon,,165,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,102cc9e5-1c58-473a-a6c8-2754e6b39ba8,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
599,e49ba30c-35ad-41e6-9987-83b61bcc0b46,165.Pre,,165.Pre,LonePine,Pre,LTR,No,lake_canyon,,165,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,31fb59bd-6a4a-4b71-9018-aa36b4be806a,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
446,9a7b0cd1-fa1f-4f49-b6e7-ee59de6cc016,166.Pre,,166.Pre,LonePine,Pre,LTR,No,lake_canyon,,166,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,56354944-dfe9-4f66-906f-f07b13e23eaf,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
598,2adbe892-5361-4074-b658-cc5132b664fe,166.Pre,,166.Pre,LonePine,Pre,LTR,No,lake_canyon,,166,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,d223aaad-7be3-4d61-87af-4c6df0cb5fc1,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
438,e67417d3-50cc-4731-9282-f3dd2b0a4b43,167.Pre,,167.Pre,LonePine,Pre,LTR,No,lake_canyon,,167,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,824fa59f-fbfb-43f6-b3c6-0600dac36da7,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
594,b3dc0ed3-8274-4d70-ba6d-9de082b36790,167.Pre,,167.Pre,LonePine,Pre,LTR,No,lake_canyon,,167,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,c2eb2b52-3974-4d1b-9c6f-4d6e2636ff77,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell
443,6b45d687-6b71-4972-a12d-180070e68e7f,168.Pre,,168.Pre,LonePine,Pre,LTR,No,lake_canyon,,168,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,87d78be9-ccaf-4910-b991-65a7346e4370,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
595,16f7caf2-ca8a-46e1-b437-9559c9306d41,168.Pre,,168.Pre,LonePine,Pre,LTR,No,lake_cayon,,168,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,aa6c9813-fb2a-4e85-8229-27fe45ef0e74,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell
396,a6631b0f-74f3-4f1d-9872-67b53d0710d5,169.Pre,,169.Pre,LonePine,Pre,STS,No,lake_canyon,BR11,169,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,ff0832cc-4e2f-4662-a3f7-3b12e85a47b1,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
581,4a545d17-e66e-434e-bb20-800d19cd42cb,169.Pre,,169.Pre,LonePine,Pre,STS,No,lake_canyon,BR11,169,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,4eb8f9b5-2967-4154-82b1-679b7991925e,8/11/2020 2:26,MSI.swindell,8/11/2020 2:26,MSI.swindell
398,e6076d68-58ab-437c-96ce-6ce9f1bc5e70,170.Pre,,170.Pre,LonePine,Pre,STS,No,lake_canyon,BR11,170,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,2b5c5e87-7274-4081-9a1f-f8e922a4bc4f,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
583,d4e3e8e4-9a34-4770-b496-48855aeb2aea,170.Pre,,170.Pre,LonePine,Pre,STS,No,lake_canyon,BR11,170,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,b24d68ca-04ac-422a-95db-c95816943318,8/11/2020 2:26,MSI.swindell,8/11/2020 2:26,MSI.swindell
397,f25aed26-c457-4b53-9e38-2be19014e74f,171.Pre,,171.Pre,LonePine,Pre,STS,No,lake_canyon,BR11,171,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,61d7c67b-8059-4f32-a49e-0a08fc0c6209,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
582,cfc80db9-0d1f-40f8-b4a5-22f4558fc9b4,171.Pre,,171.Pre,LonePine,Pre,STS,No,lake_canyon,BR11,171,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,1d35fe66-6e01-487b-a245-2dfc42f0e15a,8/11/2020 2:26,MSI.swindell,8/11/2020 2:26,MSI.swindell
399,4ad8d02a-4711-4988-ad8c-07248da4834a,172.Pre,,172.Pre,LonePine,Pre,STS,No,lake_canyon,,172,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,009242de-ddad-4cf5-9649-f147cb0dbc92,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
584,6e3fff91-5679-4d4d-b349-dc29e639f444,172.Pre,,172.Pre,LonePine,Pre,STS,No,lake_canyon,BR11,172,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,dce16841-d33c-4925-bdbc-980c325339fb,8/11/2020 2:26,MSI.swindell,8/11/2020 2:26,MSI.swindell
401,2fe95162-c42f-4cdf-8062-2a3ea4c1fc9b,173.Pre,,173.Pre,LonePine,Pre,STS,No,lake_canyon,BR11,173,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,53bf77ef-7320-49fe-bb47-80ebfc23c07e,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
585,eb8d2eee-80ac-49a9-92d2-ad839f996554,173.Pre,,173.Pre,LonePine,Pre,STS,No,lake_canyon,BR11,173,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,b5372766-da4c-49ac-9c4e-22e4b7bec8ef,8/11/2020 2:26,MSI.swindell,8/11/2020 2:26,MSI.swindell
402,9cb00839-7a4f-400d-a0ab-0e057ad21a81,174.Pre,,174.Pre,LonePine,Pre,STS,No,lake_canyon,BR11,174,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,cfe9ebd2-f5d8-4b76-a873-e46fce4b6ac8,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
586,e6623d14-a22d-45c6-ba74-51e9b0641d34,174.Pre,,174.Pre,LonePine,Pre,STS,No,lske_canyon,BR11,174,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,42e17acd-6522-4e55-8094-ab5d1f89f4db,8/11/2020 2:26,MSI.swindell,8/11/2020 2:26,MSI.swindell
777,5e9ddc03-5bfe-46ae-afaa-cd3e772e41c1,175.Pre,30m,175.Pre,LonePine,Pre,STS,No,Canyon_creek,,175,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.02,0.4,0.2,fb1d3a9f-8453-4047-a44a-77f0b26c4c27,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
778,8a080db8-cf6c-4284-92f0-b88192290b02,175.Pre,7.5m,175.Pre,LonePine,Pre,STS,No,Canyon_creek,,175,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.02,0.01,,fb1d3a9f-8453-4047-a44a-77f0b26c4c27,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
655,87c640c8-594e-4db8-81c5-690faab8b7b4,175.Pre,,175.Pre,LonePine,Pre,STS,No,canyon_creek,,175,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,c81ac165-984c-40d8-a8fc-465b4c01d81d,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
670,484e1d6c-8bc5-466b-afb2-ea48ba670f79,176.Pre,7.5m,176.Pre,LonePine,Pre,STS,No,canyon_creek,,176,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.02,0.02,,594f0d8c-8ddb-4173-bee6-e189d8857864,8/16/2020 20:47,MSI.swindell,8/16/2020 20:47,MSI.swindell
671,55531794-2101-4116-8ca3-444e36112390,176.Pre,0m,176.Pre,LonePine,Pre,STS,No,canyon_creek,,176,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.02,0.04,,594f0d8c-8ddb-4173-bee6-e189d8857864,8/16/2020 20:47,MSI.swindell,8/16/2020 20:47,MSI.swindell
661,52850898-0be1-4769-a5cd-7da9068c1d7a,176.Pre,,176.Pre,LonePine,Pre,STS,No,Canyon_creek,,176,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,0c25bb24-1546-4712-8f35-e4785295b9ce,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
668,e85b155f-1e46-4d26-9074-da5366dde38a,176.Pre,30m,176.Pre,LonePine,Pre,STS,No,canyon_creek,,176,NA,0,0,0,0,0,0,0,0,0,0,,,,,,0.02,,594f0d8c-8ddb-4173-bee6-e189d8857864,8/16/2020 20:47,MSI.swindell,8/16/2020 20:47,MSI.swindell
669,8e1ddfa6-4fac-4489-acb5-f1d64b7b3161,176.Pre,22.5m,176.Pre,LonePine,Pre,STS,No,canyon_creek,,176,NA,0,0,0,0,0,0,0,0,0,0,,,,,,0.01,,594f0d8c-8ddb-4173-bee6-e189d8857864,8/16/2020 20:47,MSI.swindell,8/16/2020 20:47,MSI.swindell
780,169bb94b-b729-45cd-8216-783fb4b94584,177.Pre,22.5m,177.Pre,LonePine,Pre,STS,No,Canyon_creek,,177,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.07,0.1,0.3,4d5600b0-c68b-4edd-912f-7c6032f30bdf,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
781,5c0bede9-9c75-4d3d-b7eb-7cc1f663392d,177.Pre,7.5m,177.Pre,LonePine,Pre,STS,No,Canyon_creek,,177,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.05,0.06,0.4,4d5600b0-c68b-4edd-912f-7c6032f30bdf,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
779,59766e52-8d83-4ed4-8b68-90237cb38347,177.Pre,30m,177.Pre,LonePine,Pre,STS,No,Canyon_creek,,177,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.1,0.4,0.6,4d5600b0-c68b-4edd-912f-7c6032f30bdf,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
656,7f6f68af-ad7b-4034-9f23-7dc2c5514128,177.Pre,,177.Pre,LonePine,Pre,STS,No,canyon_creek,,177,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,15f1bf49-95e8-4276-8d23-5b93a2a77268,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
782,16e49d2d-5800-4407-a7f3-c6a68949ffdd,177.Pre,,177.Pre,LonePine,Pre,STS,No,Canyon_creek,,177,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,4d5600b0-c68b-4edd-912f-7c6032f30bdf,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
660,4d460a09-a8df-4197-8b0d-eec983b7d2b7,178.Pre,,178.Pre,LonePine,Pre,STS,No,Canyon_creek,,178,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,f6ed5a5f-35f0-47f4-99de-e6b0abdbcf7f,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
784,ee0e3b51-f83d-4d39-a692-d1614b6229ff,179.Pre,22.5m,179.Pre,LonePine,Pre,STS,No,Canyon_creek,,179,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.03,0.3,0.3,8e4cd2d2-b8f0-4a54-ad75-5bb33e3c2e78,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
785,4ccb84cd-3d6c-4314-a88c-0fad36953a19,179.Pre,7.5m,179.Pre,LonePine,Pre,STS,No,Canyon_creek,,179,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.01,0.04,0.6,8e4cd2d2-b8f0-4a54-ad75-5bb33e3c2e78,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
783,30981e30-b9ed-4354-a0af-36ec6c9b8d3e,179.Pre,30m,179.Pre,LonePine,Pre,STS,No,Canyon_creek,,179,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.01,0.01,,8e4cd2d2-b8f0-4a54-ad75-5bb33e3c2e78,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
786,deab0bf9-05b5-4f31-ac9d-372a9257ca11,179.Pre,0m,179.Pre,LonePine,Pre,STS,No,Canyon_creek,,179,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.02,0.03,,8e4cd2d2-b8f0-4a54-ad75-5bb33e3c2e78,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
657,5af37649-4004-47c1-b7c8-6c5b39b7a49f,179.Pre,,179.Pre,LonePine,Pre,STS,No,canyon_creek,,179,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,9f99932a-eeb8-4234-8279-828851e011e9,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
787,8c455834-35ea-4709-bf87-8bc6ce867cc1,180.Pre,22.5m,180.Pre,LonePine,Pre,STS,No,Canyon_creek,,180,NA,0,0,0,0,0,0,0,0,0,0,,,,,,0.04,0.08,6076979c-d86d-4ed0-bcdd-85830d375b4c,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
788,c1982944-24a7-486f-bb39-d462bf158e06,180.Pre,7.5m,180.Pre,LonePine,Pre,STS,No,Canyon_creek,,180,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.09,0.08,0.4,6076979c-d86d-4ed0-bcdd-85830d375b4c,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
789,fc8e7bde-55cb-44f8-be3a-41afe6ccdd2f,180.Pre,0m,180.Pre,LonePine,Pre,STS,No,Canyon_creek,,180,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.06,0.01,,6076979c-d86d-4ed0-bcdd-85830d375b4c,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
658,02e8d3fc-0c44-407b-8ba1-f372454fe3a6,180.Pre,,180.Pre,LonePine,Pre,STS,No,canyon_creek,,180,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,ad4f35a6-d470-4b04-8503-7f7c616c68ea,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
791,5fba1c1a-f156-4a95-bcff-7741a30a6439,181.Pre,7.5m,181.Pre,LonePine,Pre,STS,No,canyon_creek,,181,NA,0,0,0,0,0,0,0,0,0,0,,,,,,0.01,0.1,af896996-029c-4fdc-845e-e9bc64b9186c,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
790,06993251-757e-45f9-b03a-ac71884f2751,181.Pre,0m,181.Pre,LonePine,Pre,STS,No,canyon_creek,,181,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.01,0.01,,af896996-029c-4fdc-845e-e9bc64b9186c,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
576,da7a40a6-8764-4031-8d51-434f087882a6,53.Rx,0m,53.Rx,LonePine,Rx,Control,No,brenna_project,DOLC_5_3,53,NA,50,19,3,27,0,0,1,0,100,100,,,10,,0.05,0.03,0.01,c2ddb7d4-b36c-41d9-8c31-f0f61ae30cc7,8/11/2020 2:26,MSI.swindell,8/11/2020 2:26,MSI.swindell
614,04e6c085-029c-4cbf-a058-1bc15248e83f,53.Rx,30m,53.Rx,LonePine,Rx,Control,No,brenna_project,DOLC_5_3,53,NA,0,0,0,19,0,1,5,0,25,25,4,3,12,0,0.08,0,0,b2576ecf-09de-4b38-ae54-fa601e08fd80,8/11/2020 13:26,MSI.swindell,8/11/2020 13:26,MSI.swindell
792,0b03b275-6b35-4358-9432-f5abd7a51ad3,181.Pre,22.5m,181.Pre,LonePine,Pre,STS,No,canyon_creek,,181,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.01,0.01,,af896996-029c-4fdc-845e-e9bc64b9186c,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
659,3d51caf8-7d5e-4fdc-add9-f18a271b7bcf,181.Pre,,181.Pre,LonePine,Pre,STS,No,canyon_creek,,181,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,09adff27-cb24-4ae3-a9fa-aab076d7600e,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
793,38f089ad-ff65-4fd6-b2f4-0f0ba1963980,181.Pre,30m,181.Pre,LonePine,Pre,STS,No,canyon_creek,,181,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,af896996-029c-4fdc-845e-e9bc64b9186c,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
642,80001839-91f3-46ae-82a5-e358946e31ac,190.Pre,,190.Pre,LonePine,Pre,STS,No,canyon_creek,,190,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,38425953-070c-452d-b966-1442c36e831c,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
643,925f33f0-3ffc-4a2e-86be-881bee830a4b,191.Pre,,191.Pre,LonePine,Pre,STS,No,canyon_creek,,191,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,510b988e-64fa-4185-ac52-6913cf6848e5,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
752,05404e74-3ca9-440d-b777-5db0f5d42fc0,192.Pre,22.5m,192.Pre,LonePine,Pre,STS,No,Canyon_creek,,192,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.01,0.03,0.2,7c10dc51-606a-4f76-aa81-a89af2956197,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
751,0d1e7161-b5a2-4c11-bc3d-5add8595d7d7,192.Pre,30m,192.Pre,LonePine,Pre,STS,No,Canyon_creek,,192,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.03,,,7c10dc51-606a-4f76-aa81-a89af2956197,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
753,d1fc8645-5d92-4db2-84ab-4f37bb08d118,192.Pre,7.5m,192.Pre,LonePine,Pre,STS,No,Canyon_creek,,192,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.05,0.02,,7c10dc51-606a-4f76-aa81-a89af2956197,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
648,fafe986f-b920-45de-ab1f-484eadff2a56,192.Pre,,192.Pre,LonePine,Pre,STS,No,canyon_creek,,192,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,798b6b63-6a4b-4588-90b3-54d859d6c9c7,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
754,b9eee59a-bafe-4b0e-a26a-43602c968ef3,192.Pre,0m,192.Pre,LonePine,Pre,STS,No,Canyon_creek,,192,NA,0,0,0,0,0,0,0,0,0,0,,,,,,0.01,,7c10dc51-606a-4f76-aa81-a89af2956197,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
747,c76a5bed-56c4-4ea1-b694-3daaa289e002,193.Pre,30m,193.Pre,LonePine,Pre,STS,No,Canyon_creek,,193,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,0.05,f8c16cd2-4b3f-4f61-9108-1326bb9e1b63,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
750,f06ad884-654a-4396-b29e-e98b26cfe6a7,193.Pre,0m,193.Pre,LonePine,Pre,STS,No,Canyon_creek,,193,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.01,,0.5,f8c16cd2-4b3f-4f61-9108-1326bb9e1b63,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
748,d63cb79b-c11f-45f2-a2fc-05b6b1ee7b42,193.Pre,22.5m,193.Pre,LonePine,Pre,STS,No,Canyon_creek,,193,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.01,,,f8c16cd2-4b3f-4f61-9108-1326bb9e1b63,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
749,aea20122-97c4-43b5-a0f7-69a8b7cbda5e,193.Pre,22.5m,193.Pre,LonePine,Pre,STS,No,Canyon_creek,,193,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.03,0.4,,f8c16cd2-4b3f-4f61-9108-1326bb9e1b63,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
647,f4c30f7c-2ce4-4e33-95dd-5eb1cb35b210,193.Pre,,193.Pre,LonePine,Pre,STS,No,creek_canyon,,193,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,84a09fa9-b0bc-47bf-b7d0-198e69259a8e,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
644,b9aaefc5-6424-4add-937b-7612bba67d4a,195.Pre,,195.Pre,LonePine,Pre,STS,No,creek_canyon,,195,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,78f28099-cd2a-44e2-a622-2e40d01ed8e3,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
743,67ae285b-32a1-4b59-8ae3-793d21abb2aa,196.Pre,30m,196.Pre,LonePine,Pre,STS,No,Canyon_creek,,196,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,0.04,457c1a90-9ef6-4568-a749-03778db135a7,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
744,bdc6b456-5621-47e2-a3ab-f9207a304cc0,196.Pre,22.5m,196.Pre,LonePine,Pre,STS,No,Canyon_creek,,196,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.04,0.09,0.4,457c1a90-9ef6-4568-a749-03778db135a7,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
746,a99e9b1b-1cf7-4538-9de1-3125151a4915,196.Pre,0m,196.Pre,LonePine,Pre,STS,No,Canyon_creek,,196,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.02,0.01,,457c1a90-9ef6-4568-a749-03778db135a7,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
745,e8b6826f-7dff-494f-971b-bcff1792c15a,196.Pre,7.5m,196.Pre,LonePine,Pre,STS,No,Canyon_creek,,196,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.06,0.02,,457c1a90-9ef6-4568-a749-03778db135a7,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
